ID,Station,Sex,Age,Weight (gram),Weight Log10,Censored Weight,Ear (mm),Rostrum (mm),Hind Foot (mm),Tail (mm),Censored Tail,Species,Phallus,Genotype,HybridType,Distance,Latitude,Longitude,Year,Date,Left Ear,Right Ear,Zone Number,Zone,Trap Line,Trap Station,Reproductive Status,Pregnant,Female Reproductive Status,Reprodutive Comment,Vulva Condition,Past Years Recapture,Follow Up,Handlers,Issue,Comments,Collected,Ectoparasite Load,Botflies,Botfly Present,Fleas Observed,Ectoparasite Comment,Hair,Fecal,Symmatry,Type,Height,Midden Width Maximum(meters),Midden Width Minimum (meters),Substrate,Canopy,Scat,Scat Amount,Clippings,Clipping Species,Clipping Type,PredSE Weight Log10
323,SC-69,Male,Adult,184,2.264817823,no,23,,32,185,0,macrotis,N. macrotis luciana,unknown,,1715.74,35.771384,-120.798713,2010,"38,919 ",S313,S313,2,Near Sympatry (macrotis),SC,69,Partially Descended,,,Testes partially descendant,,no,,MM Koenig and JW Cromer,,,,,0,no,,,,0,Symmetrical,Typical,0.5,1.25,1,Crook of Tree,Red Willow,present,Medium,present,Platanus racemosa,old,0.004711372
324,SC-79,Female,Adult,277,2.442479769,no,33,7.9,34,185,0,macrotis,n/a,macrotis,,2438.01,35.77029,-120.800782,2010,"38,919 ",S307,S307,2,Near Sympatry (macrotis),SC,79,Post Lactate,,Parous,,Nonperforate,no,,MM Koenig and JW Cromer,updated genotype,,,Low,0,no,Few,,yes,3,Asymmetrical,Typical,1.5,2,1,Log with Sticks,Poison Oak,Unknown,Unknown,absent,,absent,0.004772229
325,ENR-9T,Female,Adult,300,2.477121255,no,35,,42,185,0,macrotis,n/a,macrotis,,2223.29,35.770524,-120.800069,2009,"38,529 ",817,817,2,Near Sympatry (macrotis),ENR,0,Post Lactate,,Parous,,,,"Stub Tail, very torn ears",JC Crawford,,,,Low,0,no,,,no,0,,,,,,,,,,,,,0.004789183
326,SC-69,Female,Adult,236,2.372912003,no,36,7.84,34,186,0,macrotis,n/a,macrotis,,1715.74,35.771384,-120.798713,2010,"38,920 ",S324,S324,2,Near Sympatry (macrotis),SC,69,Post Lactate,,Parous,,Perforate,no,,MM Koenig and JW Cromer,,,,Medium,0,no,Few,1 tick,yes,0,Symmetrical,Typical,0.5,1.25,1,Crook of Tree,Red Willow,present,Medium,present,Platanus racemosa,old,0.004831777
329,SC-125,Female,Adult,233,2.367355921,no,36,8.23,38,186,0,macrotis,n/a,macrotis,,1746.86,35.771551,-120.79904,2010,"38,928 ",S396,S396,2,Near Sympatry (macrotis),SC,125,Post Lactate,,Parous,wide vaginal opening,Perforate,no,,JH Bender and MM Koenig,updated genotype,Nubbed tail (slight); trap nose,,Low,0,no,Few,,no,0,Asymmetrical,Typical,0.5,2.25,1.5,Stick,Red Willow,present,Medium,present,Platanus racemosa,old,0.004829064
331,SC-130,Male,Adult,330,2.51851394,no,35,9.72,39,187,0,macrotis,N. macrotis luciana,macrotis,,1671.38,35.771622,-120.798779,2010,"38,929 ",S408,S408,2,Near Sympatry (macrotis),SC,130,Scrotal,,,,,no,,JH Bender and MM Koenig,updated genotype,,,Low,0,no,None,,no,0,,,0,0,0,No Midden,Red Willow,present,Medium,absent,,absent,0.004715312
333,SC-117,Female,Adult,310,2.491361694,no,36,9.86,35,188,0,macrotis,n/a,macrotis,,1845.14,35.771397,-120.799314,2010,"38,922 ",520,520,2,Near Sympatry (macrotis),SC,117,Post Lactate,,Parous,,Nonperforate,yes,,JH Bender and JA Cromer,,,,Low,0,no,None,,yes,0,Asymmetrical,Typical,1,4,2,Stick,Red Willow,present,Low,present,Artemisia douglasiana,old,0.004820581
334,SC-58,Male,Adult,310,2.491361694,no,34,,36,188,0,macrotis,N. macrotis luciana,macrotis,,2150.64,35.770558,-120.799772,2010,"38,919 ",815,815,2,Near Sympatry (macrotis),SC,58,Scrotal,,,,,no,,JH Bender and JA Cromer,,trap nose,,Low,0,no,None,,yes,4,Asymmetrical,Typical,1,2,1,Log with Sticks,Red Willow,present,High,present,Salix laevigata,old,0.004673986
336,SC-2,Male,Adult,345,2.537819095,no,37,10.83,38,189,0,macrotis,N. macrotis luciana,macrotis,,1724.7,35.771347,-120.798711,2010,"38,915 ",S238,S238,2,Near Sympatry (macrotis),SC,2,Scrotal,,,red tipped phallus,,no,,MM Koenig and JW Cromer,updated genotype,,,Low,0,no,Moderate,,yes,0,Symmetrical,Typical,0.25,1.5,1.25,Stick,Red Willow,present,Medium,present,Salix laevigata,fresh,0.004710579
337,SC-2,Male,Adult,345,2.537819095,no,37,10.83,38,189,0,macrotis,N. macrotis luciana,macrotis,,1724.7,35.771347,-120.798711,2010,"38,915 ",S238,S238,2,Near Sympatry (macrotis),SC,2,Scrotal,,,red tipped phallus,,no,,MM Koenig and JW Cromer,updated genotype,,,Low,0,no,Moderate,,yes,0,Symmetrical,Typical,0.25,1.5,1.25,Stick,Red Willow,present,Medium,present,Salix laevigata,fresh,0.004710579
338,SC-124,Male,Adult,248,2.394451681,no,35,8.19,36,190,0,macrotis,N. macrotis luciana,macrotis,,1760,35.771488,-120.799032,2010,"38,929 ",S405,S405,2,Near Sympatry (macrotis),SC,124,Scrotal,,,,,no,,JH Bender and MM Koenig,updated genotype,,,Low,0,no,Moderate,,no,0,Symmetrical,Typical,0.5,1.25,1,Stick,Red Willow,present,Medium,absent,,absent,0.004707464
339,SC-48,Male,Adult,217,2.336459734,no,34,8.24,36,190,0,macrotis,N. macrotis luciana,macrotis,,2360.39,35.770285,-120.800427,2010,"38,919 ",S288,S288,2,Near Sympatry (macrotis),SC,48,Scrotal,,,,,no,,JH Bender and JA Cromer,updated genotype,,,Low,0,no,None,,yes,4,Symmetrical,Typical,0.75,1.75,1.5,Crook of Bush,Coyote Brush,present,Low,present,,old,0.004656758
340,SC-47,Male,Adult,295,2.469822016,no,34,8.73,36,190,0,macrotis,N. macrotis luciana,macrotis,,2328.04,35.770357,-120.80036,2010,"38,919 ",3951,818,2,Near Sympatry (macrotis),SC,47,Scrotal,,,,,yes,,JH Bender and JA Cromer,,,,Low,0,no,None,"black growth on face and foot, fungal growth?",yes,0,Symmetrical,Typical,1,2.25,2,Log with Sticks,Red Willow,present,Low,present,Baccharis pilularis,fresh,0.004659381
341,SC-8,Female,Adult,290,2.462397998,no,37,8.74,36,190,0,macrotis,n/a,macrotis,,2844.16,35.769247,-120.801468,2010,"38,915 ",S242,S242,2,Near Sympatry (macrotis),SC,8,Post Lactate,,Parous,,Perforate,no,,MM Koenig and JW Cromer,updated genotype,,,Low,0,no,Few,,yes,5,,,,,,,,,,,,,0.004741893
342,SC-54,Male,Adult,305,2.484299839,no,33,9.31,36,190,0,macrotis,N. macrotis luciana,macrotis,,2341.54,35.77024,-120.800289,2010,"38,919 ",S290,S290,2,Near Sympatry (macrotis),SC,54,Scrotal,,,,,no,,JH Bender and JA Cromer,updated genotype,,,Low,0,no,Few,,yes,0,Symmetrical,Typical,1.5,2.5,2,Log with Sticks,Open,present,Medium,present,,old,0.004658285
344,ENR-18A,Female,Adult,237,2.374748346,no,34,,36,190,0,macrotis,n/a,macrotis,,2125.37,35.770626,-120.799734,2008,"38,132 ",437,437,2,Near Sympatry (macrotis),ENR,0,Lactating,,Parous,,,,,JC Crawford,,,,Medium,0,no,,,no,0,,,,,,,,,,,,,0.004797125
345,SC-137,Female,Adult,262,2.418301291,no,37,8.25,38,190,0,macrotis,n/a,macrotis,,1573.29,35.771612,-120.798315,2010,"38,928 ",3996,515,2,Near Sympatry (macrotis),SC,137,Post Lactate,,Parous,,Perforate,yes,,JH Bender and MM Koenig,,,,Low,0,no,Few,1 tick,no,0,Symmetrical,Typical,0.75,2.25,2,Stick,Western Sycamore,present,Medium,present,Platanus racemosa,old,0.00484437
347,SC-67,Female,Adult,242,2.383815366,no,35,,38,190,0,macrotis,n/a,macrotis,,1724.7,35.771347,-120.798711,2010,"38,919 ",S316,S316,2,Near Sympatry (macrotis),SC,67,Post Lactate,,Parous,,Perforate,no,,MM Koenig and JW Cromer,updated genotype,,,Low,0,no,Moderate,,yes,0,Symmetrical,Typical,0.25,1.5,1.25,Stick,Red Willow,present,Medium,present,Salix laevigata,fresh,0.004830995
348,SC-67,Female,Adult,242,2.383815366,no,35,,38,190,0,macrotis,n/a,macrotis,,1724.7,35.771347,-120.798711,2010,"38,919 ",S316,S316,2,Near Sympatry (macrotis),SC,67,Post Lactate,,Parous,,Perforate,no,,MM Koenig and JW Cromer,updated genotype,,,Low,0,no,Moderate,,yes,0,Symmetrical,Typical,0.25,1.5,1.25,Stick,Red Willow,present,Medium,present,Salix laevigata,fresh,0.004830995
349,ENR-15J,Female,Adult,287,2.457881897,no,34,,39,190,0,macrotis,n/a,macrotis,,1661.5,35.771452,-120.798539,2009,"38,529 ",806,806,2,Near Sympatry (macrotis),ENR,0,Post Lactate,,Parous,,,,,JC Crawford,,,,Low,0,no,,,no,0,,,,,,,,,,,,,0.004836539
353,SC-75,Male,Adult,320,2.505149978,no,,7.99,38,191,0,macrotis,N. macrotis luciana,macrotis,,2102.91,35.7709,-120.799936,2010,"38,920 ",S320,S320,2,Near Sympatry (macrotis),SC,75,Scrotal,,,,,no,,MM Koenig and JW Cromer,updated genotype,"right ear torn, possible rip out (PYR?)",,Low,0,no,None,,yes,0,Asymmetrical,Typical,1.25,3.5,2,Stick,Red Willow,present,Low,present,Salix laevigata,fresh,0.004677979
354,SC-27,Female,Adult,266,2.424881637,no,35,9.4,38,191,0,macrotis,n/a,macrotis,,2766.43,35.769601,-120.801513,2010,"38,915 ",S270,S270,2,Near Sympatry (macrotis),SC,27,Post Lactate,,Parous,,Nonperforate,no,,MM Koenig and JW Cromer,updated genotype,,,Low,0,no,None,,yes,0,Symmetrical,Typical,1,1.5,1.25,Stick,Red Willow,present,Medium,present,Salix laevigata,fresh,0.004747523
356,SC-80,Female,Adult,248,2.394451681,no,36,8.08,35,192,0,macrotis,n/a,macrotis,,2511.55,35.770165,-120.800977,2010,"38,919 ",S306,S306,2,Near Sympatry (macrotis),SC,80,Post Lactate,,Parous,,Nonperforate,no,,MM Koenig and JW Cromer,updated genotype,,,Low,0,no,Few,,yes,0,Symmetrical,Typical,0.75,1.25,0.75,Log with Sticks,Coyote Brush,present,High,present,Salix laevigata,old,0.004766568
358,SC-81,Male,Adult,238,2.376576957,no,37,7.69,41,192,0,macrotis,N. macrotis luciana,macrotis,,2558.42,35.770037,-120.80105,2010,"38,921 ",S327,S327,2,Near Sympatry (macrotis),SC,81,Partially Descended,,,Testes partially descended,,no,,MM Koenig and JW Cromer,updated genotype,,,Low,0,no,Moderate,,yes,0,Symmetrical,Typical,1,1.5,1.25,Log with Sticks,Red Willow,present,Medium,present,Salix laevigata and Baccharis pilularis,fresh,0.004640971
359,GL-8C,Female,Adult,282,2.450249108,no,35,,41,192,0,macrotis,n/a,macrotis,,1800.51,35.771243,-120.798943,2008,"38,150 ",532,532,2,Near Sympatry (macrotis),GL,0,,,,,,,,JC Crawford,,,,High,0,no,,,no,0,,,,,,,,,,,,,0.004824417
361,SC-128,Female,Adult,240,2.380211242,no,35,8.25,40,193,0,macrotis,n/a,macrotis,,1694.89,35.771621,-120.798883,2010,"38,928 ",S347,S347,2,Near Sympatry (macrotis),SC,128,Post Lactate,,Parous,,Nonperforate,no,,JH Bender and MM Koenig,updated genotype,,,Low,0,no,Few,,no,0,Symmetrical,Typical,0.5,1,0.75,Stick,Red Willow,present,Low,present,Platanus racemosa,old,0.004833603
362,SC-68,Male,Adult,285,2.45484486,no,36,8.7,36,194,0,macrotis,N. macrotis luciana,macrotis,,1741.56,35.771358,-120.798803,2010,"38,920 ",832,832,2,Near Sympatry (macrotis),SC,68,Scrotal,,,,,yes,,MM Koenig and JW Cromer,,,,Low,0,no,Few,,yes,0,Symmetrical,Typical,1,1.5,1,Stick,Coyote Brush,present,Low,absent,,absent,0.004709089
363,SC-49,Female,Adult,253,2.403120521,no,35,9.1,36,194,0,macrotis,n/a,macrotis,,2356.01,35.770277,-120.800398,2010,"38,920 ",S298,S298,2,Near Sympatry (macrotis),SC,49,Post Lactate,,Parous,,Perforate,no,,JH Bender and JA Cromer,updated genotype,,,Low,0,no,None,,yes,3,Symmetrical,Typical,1,1.75,1.75,Stick,Red Willow,present,Low,present,,old,0.004778629
364,SC-13,Male,Adult,231,2.36361198,no,36,9.67,37,194,0,macrotis,N. macrotis luciana,macrotis,,2844.81,35.769209,-120.801426,2010,"38,916 ",S249,S249,2,Near Sympatry (macrotis),SC,13,Partially Descended,,,"testes partially descended, red tipped phallus",,no,,JH Bender and JA Cromer,updated genotype,,,Low,0,no,None,,yes,0,Symmetrical,Typical,1,1.5,1.25,Stick,Red Willow,present,Low,present,,old,0.004618961
365,SC-115,Female,Adult,252,2.401400541,no,33,8.94,38,194,0,macrotis,n/a,macrotis,,1963.14,35.771188,-120.799618,2010,"38,921 ",S381,S381,2,Near Sympatry (macrotis),SC,115,Post Lactate,,Parous,,Nonperforate,no,,JH Bender and JA Cromer,updated genotype,,,Low,0,no,None,,yes,4,,,,,,,,,,,,,0.004810572
366,SC-59,Male,Adult,335,2.525044807,no,37,9.33,39,194,0,macrotis,N. macrotis luciana,macrotis,,2123.28,35.770597,-120.79969,2010,"38,919 ",S293,S293,2,Near Sympatry (macrotis),SC,59,Scrotal,,,,,no,,JH Bender and JA Cromer,updated genotype,,,Low,0,no,None,,yes,0,Symmetrical,Typical,1.25,2.5,2,Log with Sticks,Coast Live Oak,present,Low,present,,old,0.004676272
368,SC-57,Female,Adult,273,2.436162647,no,34,9.07,36,195,0,macrotis,n/a,macrotis,,2215.68,35.770502,-120.800009,2010,"38,919 ",3953,816,2,Near Sympatry (macrotis),SC,57,Post Lactate,,Parous,,Perforate,yes,,JH Bender and JA Cromer,,,,Low,0,no,None,,yes,4,Symmetrical,Typical,1,2,1.5,Stick,Arroyo Willow,present,Low,present,Salix lasiolepis,old,0.004789795
369,SC-32,Male,Adult,219,2.340444115,no,32,8.07,38,195,0,macrotis,N. macrotis luciana,macrotis,,2699.65,35.769694,-120.801313,2010,"38,915 ",S276,na,2,Near Sympatry (macrotis),SC,32,Scrotal,,,,,no,,JH Bender and JA Cromer,updated genotype,right ear torn no room for tag,,Medium,0,no,Many,,yes,0,Symmetrical,Typical,0.75,1.5,1,Stick,Red Willow,present,Low,absent,,absent,0.004629996
370,SC-139,Male,Adult,280,2.447158031,no,35,7.86,39,195,0,macrotis,N. macrotis luciana,macrotis,,1554.05,35.771731,-120.798366,2010,"38,928 ",S350,S350,2,Near Sympatry (macrotis),SC,139,Scrotal,,,,,no,,JH Bender and MM Koenig,updated genotype,,,Low,0,no,None,,no,0,Symmetrical,Typical,1,1.75,1.5,Crook of Tree,Red Willow,present,Low,present,Clematis lasiantha,old,0.004725848
371,SC-78,Female,Adult,290,2.462397998,no,35,7.8,35,196,0,macrotis,n/a,macrotis,,2344.27,35.770448,-120.800532,2010,"38,919 ",S308,S308,2,Near Sympatry (macrotis),SC,78,Post Lactate,,Parous,,Perforate,no,,MM Koenig and JW Cromer,updated genotype,,,Low,0,no,None,,yes,0,Symmetrical,Typical,0.5,1.25,1,Stick,Coyote Brush,present,Low,present,Baccharis pilularis and Artemisia douglasiana,fresh,0.004779553
372,SC-115,Female,Adult,325,2.511883361,no,35,9.62,35,196,0,macrotis,n/a,macrotis,,1963.14,35.771188,-120.799618,2010,"38,922 ",521,521,2,Near Sympatry (macrotis),SC,115,Post Lactate,,Parous,,Nonperforate,yes,,JH Bender and JA Cromer,,,,Low,0,no,None,,yes,0,,,,,,,,,,,,,0.004810572
373,SC-140,Female,Adult,262,2.418301291,no,36,7.92,36,196,0,macrotis,n/a,macrotis,,1523.05,35.771762,-120.798258,2010,"38,929 ",808,808,2,Near Sympatry (macrotis),SC,140,Post Lactate,,Parous,,Perforate,no,,JH Bender and MM Koenig,,,,Low,0,no,Few,,no,0,,,,,,,,,,,,,0.004848878
374,SC-28,Female,Adult,270,2.431363764,no,35,9.05,37,196,0,macrotis,n/a,macrotis,,2745.97,35.769572,-120.801388,2010,"38,915 ",S268,S269,2,Near Sympatry (macrotis),SC,28,Post Lactate,,Parous,,Nonperforate,no,,MM Koenig and JW Cromer,updated genotype,,,Low,0,no,None,,yes,4,Symmetrical,Typical,1,1.5,1.5,Stick,Red Willow,present,Low,absent,,absent,0.004749019
375,SC-49,Male,Adult,213,2.328379603,no,34,8.37,39,196,0,macrotis,N. macrotis luciana,macrotis,,2356.01,35.770277,-120.800398,2010,"38,919 ",S289,S289,2,Near Sympatry (macrotis),SC,49,Scrotal,,,,,no,,JH Bender and JA Cromer,updated genotype,,,Low,0,no,None,,yes,4,Symmetrical,Typical,1,1.75,1.75,Stick,Red Willow,present,Low,present,,old,0.004657113
376,SC-68,Female,Adult,,,no,35,7.81,40,196,0,macrotis,n/a,macrotis,,1741.56,35.771358,-120.798803,2010,"38,919 ",S314,S314,2,Near Sympatry (macrotis),SC,68,Post Lactate,,Parous,,Perforate,no,,MM Koenig and JW Cromer,,gelatinous plug in vagina signifies recent compulation,,Medium,0,no,Moderate,,yes,2,Symmetrical,Typical,1,1.5,1,Stick,Coyote Brush,present,Low,absent,,absent,0.004829525
377,SC-133,Female,Adult,203,2.307496038,no,36,7.93,36,197,0,macrotis,n/a,macrotis,,1603.03,35.771612,-120.798455,2010,"38,928 ",S348,S348,2,Near Sympatry (macrotis),SC,133,Post Lactate,,Parous,,Perforate,no,,JH Bender and MM Koenig,updated genotype,,,Low,0,no,None,,no,0,Asymmetrical,Typical,0.75,3,1.25,Log with Sticks,Red Willow,present,Low,present,Platanus racemosa,old,0.004841718
378,SC-70,Male,Adult,293,2.46686762,no,34,8.44,37,197,0,macrotis,N. macrotis luciana,macrotis,,1717.85,35.771516,-120.798873,2010,"38,919 ",S317,S317,2,Near Sympatry (macrotis),SC,70,Scrotal,,,red tipped phallus,,no,,MM Koenig and JW Cromer,updated genotype,,,Low,0,no,None,,yes,0,Symmetrical,Typical,1.5,2.5,2.25,Stick,Red Willow,present,Low,present,Salix laevigata,fresh,0.004711185
380,SC-133,Male,Adult,293,2.46686762,no,35,8.69,41,197,0,macrotis,N. macrotis luciana,macrotis,,1603.03,35.771612,-120.798455,2010,"38,929 ",S409,S409,2,Near Sympatry (macrotis),SC,133,Scrotal,,,,,no,,JH Bender and MM Koenig,updated genotype,,,Low,0,no,Few,,no,0,Asymmetrical,Typical,0.75,3,1.25,Log with Sticks,Red Willow,present,Low,present,Platanus racemosa,old,0.004721429
381,SC-21,Male,Adult,375,2.574031268,no,38,8.87,42,197,0,macrotis,N. macrotis luciana,macrotis,,2825.6,35.76932,-120.801467,2010,"38,915 ",S245,S245,2,Near Sympatry (macrotis),SC,21,Scrotal,,,,,no,,MM Koenig and JW Cromer,updated genotype,,,Low,0,no,Few,,yes,0,Symmetrical,Typical,1,1.5,1.25,Log with Sticks,Pipestem,present,Medium,present,Clematis lasiantha,fresh,0.004620407
383,SC-11,Female,Adult,290,2.462397998,no,35,8.86,38,198,0,macrotis,n/a,macrotis,,2880.68,35.769176,-120.801555,2010,"38,916 ",S248,S248,2,Near Sympatry (macrotis),SC,11,Post Lactate,,Parous,,Perforate,no,,JH Bender and JA Cromer,updated genotype,,,Low,0,no,Few,,yes,4,Symmetrical,Typical,0.5,1,0.75,Log with Sticks,Fremont's Cottonwood,present,Medium,present,Sambucus mexicana,old,0.004739276
384,SC-56,Male,Adult,345,2.537819095,no,35,9.81,39,198,0,macrotis,N. macrotis luciana,macrotis,,2277.46,35.770415,-120.800194,2010,"38,920 ",S376,S376,2,Near Sympatry (macrotis),SC,56,Scrotal,,,,,no,,JH Bender and JA Cromer,updated genotype,,,Low,0,no,None,,yes,4,Symmetrical,Typical,1.25,2.5,2,Stick,Fremont's Cottonwood,present,Low,present,,fresh,0.004663508
385,ENR-5T,Male,Adult,230,2.361727836,no,36,,42,198,0,macrotis,N. macrotis luciana,macrotis,,2120.74,35.770635,-120.799723,2009,"38,529 ",814,814,2,Near Sympatry (macrotis),ENR,0,,,,,,,,JC Crawford,,,,Low,0,no,,,no,0,,,,,,,,,,,,,0.004676485
386,SC-67,Male,Adult,305,2.484299839,no,37,8.15,36,199,0,macrotis,N. macrotis luciana,macrotis,,1724.7,35.771347,-120.798711,2010,"38,920 ",S325,S325,2,Near Sympatry (macrotis),SC,67,Scrotal,,,,,no,,MM Koenig and JW Cromer,,,,Low,0,no,Moderate,,yes,0,Symmetrical,Typical,0.25,1.5,1.25,Stick,Red Willow,present,Medium,present,Salix laevigata,fresh,0.004710579
387,SC-67,Male,Adult,305,2.484299839,no,37,8.15,36,199,0,macrotis,N. macrotis luciana,macrotis,,1724.7,35.771347,-120.798711,2010,"38,920 ",S325,S325,2,Near Sympatry (macrotis),SC,67,Scrotal,,,,,no,,MM Koenig and JW Cromer,,,,Low,0,no,Moderate,,yes,0,Symmetrical,Typical,0.25,1.5,1.25,Stick,Red Willow,present,Medium,present,Salix laevigata,fresh,0.004710579
388,NR-13A,Female,Adult,225,2.352182518,no,,,39,199,0,macrotis,n/a,macrotis,,2688.36,35.769745,-120.801318,2008,"38,129 ",421,421,2,Near Sympatry (macrotis),NR,0,Lactating,,Parous,,,,,JC Crawford,,,,Medium,0,no,,,no,0,,,,,,,,,,,,,0.004753261
390,SC-55,Female,Adult,275,2.439332694,no,34,9.04,36,200,0,macrotis,n/a,macrotis,,2280.54,35.770399,-120.80019,2010,"38,919 ",3952,813,2,Near Sympatry (macrotis),SC,55,Post Lactate,,Parous,,Perforate,yes,,JH Bender and JA Cromer,,,,Low,0,no,None,,yes,5,Symmetrical,Typical,1,3.5,2.25,Crook of Tree,Red Willow,present,Low,present,,old,0.004784601
391,SC-56,Male,Adult,345,2.537819095,no,37,8.91,40,200,0,macrotis,N. macrotis luciana,macrotis,,2277.46,35.770415,-120.800194,2010,"38,920 ",S300,S300,2,Near Sympatry (macrotis),SC,56,Scrotal,,,,,no,,JH Bender and JA Cromer,updated genotype,,,Low,0,no,None,,yes,4,Symmetrical,Typical,1.25,2.5,2,Stick,Fremont's Cottonwood,present,Low,present,,fresh,0.004663508
392,SC-114,Female,Adult,267,2.426511261,no,35,8.31,35,201,0,macrotis,n/a,macrotis,,1962.05,35.77122,-120.799646,2010,"38,922 ",S391,S391,2,Near Sympatry (macrotis),SC,114,Post Lactate,,Parous,,Nonperforate,no,,JH Bender and JA Cromer,updated genotype,,,Low,0,no,None,,yes,0,,,,,,,,,,,,,0.004810664
393,SC-45,Male,Adult,248,2.394451681,no,35,8.14,36,201,0,macrotis,N. macrotis luciana,macrotis,,2483.6,35.770075,-120.800754,2010,"38,919 ",S287,S287,2,Near Sympatry (macrotis),SC,45,Scrotal,,,,,no,,JH Bender and JA Cromer,updated genotype,,,Low,0,no,Few,,yes,5,Symmetrical,Typical,0.75,2.75,2,Stick,Red Willow,present,Medium,present,Eucalyptus glabulus,old,0.004646881
394,GL-17B,Female,Adult,272,2.434568904,no,34,,39,201,0,macrotis,n/a,macrotis,,1547.83,35.771681,-120.798278,2008,"38,144 ",na,503,2,Near Sympatry (macrotis),GL,0,Lactating,,Parous,,,,,JC Crawford,,,,Low,0,no,,,no,0,,,,,,,,,,,,,0.00484665
396,SC-85,Male,Adult,370,2.568201724,no,35,8.34,40,201,0,macrotis,N. macrotis luciana,macrotis,,2564.47,35.769899,-120.800926,2010,"38,921 ",S333,S333,2,Near Sympatry (macrotis),SC,85,Scrotal,,,,,no,,MM Koenig and JW Cromer,updated genotype,,,Low,0,no,Few,,yes,0,Symmetrical,Typical,1.25,2.5,2,Stick,Arroyo Willow,present,Medium,present,Salix lasiolepis,fresh,0.004640496
397,SC-14,Male,Adult,254,2.404833717,no,36,9.49,42,201,0,macrotis,N. macrotis luciana,macrotis,,2825.13,35.769248,-120.80138,2010,"38,916 ",S250,S250,2,Near Sympatry (macrotis),SC,14,Scrotal,,,,,no,,JH Bender and JA Cromer,updated genotype,,,Low,0,no,Few,,yes,4,Symmetrical,Typical,1.5,2,1.75,Stick,Red Willow,present,Low,present,Salix laevigata,fresh,0.004620443
398,NR-9A,Male,Adult,232,2.365487985,no,,,43,201,0,macrotis,N. macrotis luciana,macrotis,,2618.45,35.769849,-120.801116,2008,"38,131 ",431,431,2,Near Sympatry (macrotis),NR,0,,,,,,,"Odd looking phallus, only 2 lobes?  Maybe due to age?ó?é??ªreally a subadult?",JC Crawford,,,,Medium,0,no,,,no,0,,,,,,,,,,,,,0.004636277
399,SC-19,Female,Adult,229,2.359835482,no,37,8.41,41,202,0,macrotis,n/a,macrotis,,2800.56,35.769324,-120.801355,2010,"38,916 ",S301,S301,2,Near Sympatry (macrotis),SC,19,Post Lactate,,Parous,,Perforate,no,,JH Bender and JA Cromer,updated genotype,,,Low,0,no,None,,yes,0,Symmetrical,Typical,0.5,0.75,0.5,Log with Sticks,Fremont's Cottonwood,present,Medium,present,Conium maculatum,old,0.00474504
400,SC-91,Male,Adult,237,2.374748346,no,37,8.06,42,202,0,macrotis,N. macrotis luciana,macrotis,,2510.76,35.770197,-120.801007,2010,"38,921 ",S337,S337,2,Near Sympatry (macrotis),SC,91,Partially Descended,,,Testes partially descended,,no,,MM Koenig and JW Cromer,updated genotype,,,Low,0,no,Moderate,,yes,0,Asymmetrical,Typical,1,3,1.5,Hollow Log,Red Willow,present,Medium,present,Baccharis pilularis,fresh,0.004644728
402,SC-109,Male,Adult,355,2.550228353,no,34,8.88,38,203,0,macrotis,N. macrotis luciana,macrotis,,2052.85,35.771002,-120.799821,2010,"38,921 ",S384,S384,2,Near Sympatry (macrotis),SC,109,Scrotal,,,,,no,,JH Bender and JA Cromer,updated genotype,,,Low,0,no,None,,yes,0,,,,,,,,,,,,,0.004682197
403,SC-5,Female,Adult,260,2.414973348,no,38,8.12,37,204,0,macrotis,n/a,macrotis,,2875.96,35.769199,-120.80156,2010,"38,916 ",S247,S247,2,Near Sympatry (macrotis),SC,5,Post Lactate,,Parous,old scars visible on teets,Perforate,no,,JH Bender and JA Cromer,updated genotype,,,Low,0,no,Moderate,,yes,0,Asymmetrical,Typical,1,5,2,Stick,Fremont's Cottonwood,present,Low,present,Populus fremontii and Sambucus mexicana,fresh,0.004739613
404,SC-107,Male,Adult,267,2.426511261,no,35,9.79,37,204,0,macrotis,N. macrotis luciana,macrotis,,2114.33,35.770911,-120.799998,2010,"38,921 ",S386,S386,2,Near Sympatry (macrotis),SC,107,Scrotal,,,,,no,,JH Bender and JA Cromer,updated genotype,trap nose,,Low,0,no,None,,yes,0,Symmetrical,Typical,0.75,1,1,Stick,Red Willow,present,Low,present,Conium maculatum,old,0.004677022
405,NR-8A,Female,Adult,270,2.431363764,no,40,,37,204,0,macrotis,n/a,macrotis,,2626.92,35.769767,-120.801063,2008,"38,129 ",418,418,2,Near Sympatry (macrotis),NR,0,Lactating,,Parous,,,,Damaged ears,JC Crawford,,,,High,0,no,,,no,0,,,,,,,,,,,,,0.004757837
